variety,modal,sentence,a1sense,a2sense,a3sense,tag,original sentence
CanadianEnglish,should,It says governments should start by banning all toxic discharges into Lake Superior as a pilot project since Superior is the cleanest lake and is at the top of the lake system,deontic,deontic,deontic,<ICE-CAN:W2C-014#19:1>,"It says governments should start by banning all toxic discharges
 
 into Lake Superior as a pilot project, since Superior is the cleanest lake
 
 and is at the top of the lake system. </p>
 
 <p> "
CanadianEnglish,should,A sound regulatory policy should contain provisions for random investigation of private laboratories not unlike the scrutiny to which the food industry is subject to ensure that proper measures are taken to minimize the acci dental release of potentially hazardous organisms,deontic,deontic,deontic,<ICE-CAN:W2A-024#52:1>,"A sound regulatory policy should contain provisions for random
 
 investigation of private laboratories - not unlike the scrutiny to which the
 
 food industry is subject - to ensure that proper measures are taken to
 
 minimize the acci <l> dental release of potentially hazardous organisms. </p>
 
 <p> "
CanadianEnglish,should,This difference image should contain more change information than the other difference images for a particular application,epistemic,epistemic,deontic,<ICE-CAN:W2A-033#55:1>,"This difference image should contain more change information than the
 
 other difference images for a particular application.
 "
CanadianEnglish,should,Mountain Equipment Coop believes that in addition to providing goods and services we should help preserve the quality of the environment and educate our members and the public about environmentally responsible use of the outdoors,deontic,deontic,deontic,<ICE-CAN:W2D-007#94:1>,"Mountain Equipment Co-op believes that in addition to providing
 
 goods and services, we should help preserve the quality of the environment,
 
 and educate our members and the public about environmentally responsible use
 
 of the outdoors. </p>
 
 <p> "
CanadianEnglish,should,I would like to see interns for at least an hour on Thursday afternoons and I really can't deviate much from that schedule when I'm in production so students with no time then should be passed over,deontic,deontic,deontic,<ICE-CAN:W1B-024#51:4>,"I would like to see interns for at least an hour on Thursday
 
 afternoons, and I really can't deviate much from that schedule when I'm in
 
 production, <it> so students with no time then should be passed over </it> .
 
 </p>
 
 <p> "
CanadianEnglish,should,As Virginia Woolfe Woolf once said we should all lay flowers on the grave of Aphra Behn because it was she who first gave women a voice,deontic,deontic,deontic,<ICE-CAN:W1A-013#63:1>,"As Virginia <}> <-> Woolfe </-> <+> Woolf </+> </}> once said <quote>
 
 we should all lay flowers on the grave of Aphra Behn </quote> because it was
 
 she who first gave women a voice.
 "
CanadianEnglish,should,Theoretical treatments of foraging by terrestrial predators have described a number of alternative strategies that animals in different habitats should use to maximize their net rate of energy intake Schoener Pyke et al Krebs Orians and Pearson,deontic,deontic,deontic,<ICE-CAN:W2A-030#31:1>,"Theoretical treatments of foraging by terrestrial predators have
 
 described a number of alternative strategies that animals in different
 
 habitats should use to maximize their net rate of energy intake ( Schoener
 
 1971; Pyke et al. 1977; Krebs 1978; Orians and Pearson 1979).
 "
CanadianEnglish,should,How should I know if she's got any friends,epistemic,epistemic,deontic,<ICE-CAN:W2F-003#73:1>,""" How should I know if she's got any friends?
 "
HongKongEnglish,may,Rules are made to be broken and mistakes may lead to the most interesting pieces of all,epistemic,epistemic,epistemic,<ICE-HK:W2D-015#133:1>," Rules are made to be broken and mistakes may lead to the most
 interesting pieces of all . </p> <h>
 
 "
HongKongEnglish,may,Local fishermen used to call them ldquo Mazhu fish rdquo obrack meaning the fish of the sea goddess cbrack while others may call them ldquo black taboo rdquo and ldquo white taboo rdquo,epistemic,epistemic,epistemic,<ICE-HK:W2B-027#11:1>," Local fishermen used to call them &ldquo; Mazhu fish &rdquo; &obrack; 
 meaning the fish of the sea goddess &cbrack; , while others may call them &ldquo;
 black taboo &rdquo; and &ldquo; white taboo . &rdquo; </p>
 
 <p> 
 "
HongKongEnglish,may,I don't know whether my instruction is perfectly correct as the system in HKU may different from those in my university,epistemic,epistemic,epistemic,<ICE-HK:W1B-006#34:2>," I don't know whether my instruction is perfectly correct as the
 system in HKU may different from those in my university .
 
 "
HongKongEnglish,may,Technology may help to stem virus,epistemic,epistemic,epistemic,<ICE-HK:W2B-036#45:3>," <bold> Technology may help to stem virus </bold> </h> <h>
 
 "
HongKongEnglish,may,It ' s also essential for making new cells activating Vitamin B bloodclotting and muscle relaxation it may even help lower blood pressure and potentially improve the vision of people suffering from glaucoma,epistemic,epistemic,epistemic,<ICE-HK:W2B-029#118:2>," It  ' s also essential for making new cells , activating Vitamin B ,
 blood-clotting and muscle relaxation - it may even help lower blood pressure
 , and potentially improve the vision of people suffering from glaucoma . </p>
 
 <p> 
 "
HongKongEnglish,may,I think I will not come back after exam so we may not have a chance to talk in the long holiday,epistemic,epistemic,epistemic,<ICE-HK:W1B-015#15:2>," I think I will not come back after exam so we may not have a
 chance to talk in the long holiday .
 
 "
HongKongEnglish,may,Whatever else one may say of the CFA ' s judgment these rulings of the court are important farreaching and a boost to Hong Kong ' s independent judicial power under the one country two systems rdquo principle,epistemic,epistemic,epistemic,<ICE-HK:W2B-011#19:1>," Whatever else one may say of the CFA  ' s judgment , these rulings
 of the court are important , far-reaching and a boost to Hong Kong  ' s
 independent judicial power under the "" one country , two systems &rdquo;
 principle .
 
 "
HongKongEnglish,may,In the first few years it may cover only Chinese English and mathematics,epistemic,epistemic,concessive,<ICE-HK:W2B-005#91:3>," In the first few years , it may cover only Chinese , English and
 mathematics .
 
 "
HongKongEnglish,may,Early aggressive therapy with Prussian blue forced diuresis and haemodialysis may not only be lifesaving but also reduce the duration and extent of neurological damage if they are given within hours as has been illustrated in five reported cases,epistemic,epistemic,epistemic,<ICE-HK:W2A-030#143:2>," Early aggressive therapy with Prussian blue , forced diuresis , and
 haemodialysis may not only be life-saving , but also reduce the duration and
 extent of neurological damage if they are given within 72 hours , as has been
 illustrated in five reported cases. <sp> 1,2 </sp>
 
 "
HongKongEnglish,may,Although these patients did not have antibodies against GAD they had severe to moderate insulin deficiency based on Cpeptide level which suggests that they may eventually require insulin treatment,epistemic,epistemic,epistemic,<ICE-HK:W2A-024#83:1>," Although these patients did not have antibodies against GAD , they
 had severe to moderate insulin deficiency , based on C-peptide level , which
 suggests that they may eventually require insulin treatment. <sp> 44,45 </sp>
 
 "
HongKongEnglish,may,Under the media glare that is constantly on the Israelis and Palestinians the words of protest may seem loud but without further action they are meaningless,epistemic,epistemic,epistemic,<ICE-HK:W2E-001#61:4>," Under the media glare that is constantly on the Israelis and
 Palestinians , the words of protest may seem loud , but without further
 action they are meaningless . </p>
 
 <p> 
 "
HongKongEnglish,may,George W Bush and Vladimir Putin have not shut the door on their nuclear eras but instead fostered hope that such a day may eventually dawn,epistemic,epistemic,epistemic,<ICE-HK:W2E-006#2:1>," George W. Bush and Vladimir Putin have not shut the door on their
 nuclear eras , but instead fostered hope that such a day may eventually dawn .
 </p>
 
 <p> 
 "
HongKongEnglish,may,It may be the strategy of the SAR Government to stick to ambiguity when it comes to the question of who is winning the struggle at the heart of Hong Kong ' s constitutional arrangements ldquo one country rdquo or ldquo two systems,epistemic,epistemic,epistemic,<ICE-HK:W2B-013#63:2>," It may be the strategy of the SAR Government to stick to
 ambiguity when it comes to the question of who is winning the struggle at the
 heart of Hong Kong  ' s constitutional arrangements - &ldquo; one country
 &rdquo; or &ldquo; two systems"" . </p>
 
 <p> 
 "
HongKongEnglish,may,The Democrats may have their troubles but how long will the DAB last as political toadies to the administration asks Claudia Mo,epistemic,epistemic,epistemic,<ICE-HK:W2B-018#43:2>," The Democrats may have their troubles , but how long will the DAB
 last as political toadies to the administration , asks <it> Claudia Mo </it>
 </h> <h>
 
 "
HongKongEnglish,may,So what AD students may end up getting is a secondrate deal,epistemic,epistemic,epistemic,<ICE-HK:W2B-016#89:2>," So , what AD students may end up getting is a second-rate deal .
 
 "
HongKongEnglish,may,They may not compete directly due to their geographic separation but awarding the Sha TinCentral link would have offered travellers a choice of routes,epistemic,epistemic,epistemic,<ICE-HK:W2E-009#104:6>," They may not compete directly due to their geographic separation
 but awarding the Sha Tin-Central link would have offered travellers a choice
 of routes .
 
 "
HongKongEnglish,may,The recently published fire codes in Hong Kong have recognised the fire safety engineering approach which may be regarded as a system approach to the problem,epistemic,epistemic,epistemic,<ICE-HK:W2A-038#105:2>," The recently published fire codes in Hong Kong have recognised the
 fire safety engineering approach which may be regarded as a system approach
 to the problem. </p>
 
 <p> 
 "
HongKongEnglish,may,First results of school comparison may not be publicly disclosed if teachers in a quality circle so wish,concessive,epistemic,concessive,<ICE-HK:W2B-005#105:3>," First , results of school comparison may not be publicly disclosed ,
 if teachers in a quality circle so wish .
 
 "
